image,label,ssa_votes,partition,tile_tissue_pct,n_empty_cells,min_cell_pct,max_cell_pct
MHIST_aqz.png,HP,3,train,50.99,3,0.0,99.65
MHIST_ara.png,HP,3,train,58.61,1,2.14,95.22
MHIST_arb.png,HP,2,train,67.06,1,0.26,97.7
MHIST_arc.png,HP,1,train,55.35,5,0.0,99.94
MHIST_ard.png,SSA,5,train,66.75,0,8.16,96.81
MHIST_are.png,HP,1,train,93.61,0,66.9,99.71
MHIST_arf.png,SSA,7,test,54.88,4,0.0,99.27
MHIST_arg.png,HP,1,train,48.18,6,0.0,100.0
MHIST_arh.png,HP,0,train,71.79,1,0.29,97.58
MHIST_ari.png,HP,0,train,98.65,0,85.52,99.97
MHIST_arj.png,HP,0,train,87.1,0,24.71,99.97
MHIST_ark.png,HP,2,train,73.11,0,13.52,92.25
MHIST_arl.png,HP,2,train,51.48,4,0.0,99.81
MHIST_arm.png,HP,1,train,63.95,1,0.06,98.76
MHIST_arn.png,SSA,6,train,58.62,3,0.0,99.14
MHIST_aro.png,HP,0,train,44.88,6,0.0,99.62
MHIST_arp.png,SSA,6,test,64.98,3,0.06,99.65
MHIST_arq.png,HP,1,test,93.28,0,89.13,96.78
MHIST_arr.png,HP,1,train,66.23,2,0.19,98.69
MHIST_ars.png,SSA,4,train,54.83,3,0.0,91.77
MHIST_art.png,HP,2,train,46.66,5,0.0,93.59
MHIST_aru.png,HP,1,train,66.11,3,0.19,91.42
MHIST_arv.png,HP,3,train,77.85,1,0.1,99.65
MHIST_arw.png,SSA,7,test,54.16,4,0.0,100.0
MHIST_arx.png,HP,0,train,64.54,3,0.06,99.65
MHIST_ary.png,HP,0,train,96.67,0,75.45,100.0
MHIST_arz.png,HP,2,train,43.34,3,0.41,89.29
MHIST_asa.png,HP,2,test,58.45,3,0.0,98.31
MHIST_asb.png,SSA,7,test,57.8,3,0.0,100.0
MHIST_asc.png,SSA,5,test,51.15,4,0.0,99.84
MHIST_asd.png,SSA,5,test,71.94,2,0.0,99.01
MHIST_ase.png,HP,3,test,53.89,5,0.0,99.97
MHIST_asf.png,HP,2,train,43.03,7,0.0,97.39
MHIST_asg.png,HP,1,test,61.16,5,0.0,100.0
MHIST_ash.png,SSA,6,test,67.21,1,4.56,100.0
MHIST_asi.png,HP,2,test,65.35,1,0.0,100.0
MHIST_asj.png,HP,1,train,44.9,4,0.0,95.85
MHIST_ask.png,HP,0,train,70.81,1,0.16,97.32
MHIST_asl.png,HP,3,train,50.48,2,0.06,84.12
MHIST_asm.png,HP,1,train,43.09,5,0.0,92.76
MHIST_asn.png,HP,0,train,57.17,4,0.0,95.6
MHIST_aso.png,HP,1,test,60.51,4,0.0,98.79
MHIST_asp.png,HP,1,train,53.76,1,3.92,99.33
MHIST_asq.png,HP,2,train,64.52,2,0.0,98.34
MHIST_asr.png,HP,1,train,88.32,0,26.47,99.94
MHIST_ass.png,HP,1,train,49.51,2,0.0,92.47
MHIST_ast.png,HP,2,train,43.12,6,0.0,99.52
MHIST_asu.png,HP,1,test,55.97,3,0.0,99.23
MHIST_asv.png,HP,2,train,96.09,0,76.53,99.97
MHIST_asw.png,HP,1,test,47.75,5,0.06,98.41
MHIST_asx.png,SSA,6,train,63.7,2,0.48,99.55
MHIST_asy.png,HP,0,train,77.99,0,28.6,92.63
MHIST_asz.png,HP,2,train,72.74,0,15.88,91.58
MHIST_ata.png,SSA,5,test,45.51,6,0.0,97.86
MHIST_atb.png,HP,1,test,66.08,3,0.0,98.98
MHIST_atc.png,HP,1,train,89.0,0,43.97,100.0
MHIST_atd.png,HP,0,test,94.46,0,75.45,100.0
MHIST_ate.png,SSA,6,train,64.2,1,0.06,97.83
MHIST_atf.png,HP,3,train,78.62,0,53.51,94.8
MHIST_atg.png,HP,1,train,53.41,4,0.0,95.92
MHIST_ath.png,HP,0,test,59.74,2,0.83,97.35
MHIST_ati.png,HP,1,train,71.4,1,3.22,97.93
MHIST_atj.png,SSA,4,train,57.98,3,0.0,97.48
MHIST_atk.png,SSA,6,train,60.93,2,0.03,98.82
MHIST_atl.png,HP,1,train,59.28,3,0.0,99.49
MHIST_atm.png,HP,3,train,52.36,4,0.0,99.84
MHIST_atn.png,HP,3,train,48.41,3,0.0,98.53
MHIST_ato.png,SSA,5,test,73.47,1,0.03,99.78
MHIST_atp.png,HP,1,train,83.08,0,36.0,99.9
MHIST_atq.png,HP,2,test,43.76,6,0.0,94.01
MHIST_atr.png,HP,0,train,71.5,1,0.1,99.62
MHIST_ats.png,HP,0,train,60.62,3,0.0,99.84
MHIST_att.png,HP,0,train,87.03,0,38.97,99.87
MHIST_atu.png,HP,0,test,84.69,0,42.32,93.56
MHIST_atv.png,HP,1,train,75.8,0,47.67,95.12
MHIST_atw.png,HP,2,train,81.5,0,24.94,98.15
MHIST_atx.png,HP,3,train,91.17,0,69.58,98.25
MHIST_aty.png,HP,2,test,44.43,4,0.0,97.67
MHIST_atz.png,HP,2,train,66.89,1,0.03,98.92
MHIST_aua.png,SSA,4,test,83.02,0,10.04,100.0
MHIST_aub.png,HP,1,test,51.25,5,0.0,99.81
MHIST_auc.png,HP,1,test,47.91,5,0.0,99.55
MHIST_aud.png,HP,0,train,93.83,0,85.14,99.52
MHIST_aue.png,HP,0,train,61.82,1,0.22,99.65
MHIST_auf.png,HP,1,train,48.05,6,0.0,96.56
MHIST_aug.png,HP,3,test,53.57,3,0.0,97.39
MHIST_auh.png,SSA,6,test,48.81,3,0.0,99.46
MHIST_aui.png,SSA,5,train,63.73,2,0.0,98.72
MHIST_auj.png,HP,0,train,48.98,4,0.0,99.65
MHIST_auk.png,HP,1,test,65.77,2,0.0,98.21
MHIST_aul.png,HP,0,train,94.3,0,88.46,98.09
MHIST_aum.png,HP,2,train,58.84,1,0.26,86.67
MHIST_aun.png,HP,1,train,45.42,4,0.0,99.39
MHIST_auo.png,HP,0,train,75.09,1,2.93,97.16
MHIST_aup.png,HP,0,train,70.38,2,0.41,99.87
MHIST_auq.png,SSA,4,train,80.54,1,0.03,99.74
MHIST_aur.png,HP,0,train,79.62,0,57.91,89.96
MHIST_aus.png,HP,2,test,57.59,4,0.0,96.08
MHIST_aut.png,HP,3,test,76.03,0,10.52,98.53
MHIST_auu.png,SSA,4,test,90.58,0,53.35,100.0
MHIST_auv.png,SSA,4,train,86.36,0,50.45,98.05
MHIST_auw.png,SSA,5,test,57.02,3,0.0,99.9
MHIST_aux.png,HP,3,test,58.43,4,0.0,99.59
MHIST_auy.png,HP,0,test,83.73,0,35.87,99.2
MHIST_auz.png,HP,0,train,91.75,0,72.9,99.23
MHIST_ava.png,HP,0,train,73.3,1,0.0,99.11
MHIST_avb.png,HP,0,train,66.85,2,0.0,99.87
MHIST_avc.png,HP,0,train,79.65,1,0.0,99.97
MHIST_avd.png,HP,1,test,92.36,0,85.04,98.79
MHIST_ave.png,SSA,4,test,53.43,4,0.0,97.32
MHIST_avf.png,HP,0,test,96.24,0,80.26,99.55
MHIST_avg.png,HP,0,test,68.36,1,4.02,100.0
MHIST_avh.png,SSA,4,train,87.37,0,63.9,99.14
MHIST_avi.png,SSA,5,train,55.76,2,0.0,98.72
MHIST_avj.png,HP,0,train,93.33,0,89.51,96.62
MHIST_avk.png,HP,1,train,63.22,2,0.0,99.84
MHIST_avl.png,HP,0,train,88.53,0,63.04,100.0
MHIST_avm.png,HP,0,train,64.56,3,0.0,99.65
MHIST_avn.png,HP,0,train,73.49,0,18.3,100.0
MHIST_avo.png,HP,1,train,48.08,4,0.0,100.0
MHIST_avp.png,SSA,6,test,52.78,3,0.0,97.07
MHIST_avq.png,SSA,4,train,53.05,3,0.0,97.74
MHIST_avr.png,SSA,6,train,78.27,0,20.98,99.71
MHIST_avs.png,HP,2,train,47.28,5,0.03,92.35
MHIST_avt.png,HP,1,train,59.86,3,0.19,97.58
MHIST_avu.png,HP,0,train,76.99,0,6.51,100.0
MHIST_avv.png,SSA,6,train,85.97,1,0.73,100.0
MHIST_avw.png,HP,2,test,56.8,3,0.0,99.2
MHIST_avx.png,HP,2,test,76.23,0,21.81,98.28
MHIST_avy.png,HP,3,train,43.73,6,0.0,99.94
MHIST_avz.png,HP,2,test,89.43,0,54.43,100.0
MHIST_awa.png,HP,1,train,66.28,1,0.0,99.97
MHIST_awb.png,HP,2,train,59.52,4,0.0,99.2
MHIST_awc.png,HP,0,train,96.62,0,87.91,99.23
MHIST_awd.png,HP,2,train,40.12,7,0.0,96.3
MHIST_awe.png,HP,0,train,68.95,1,0.0,96.91
MHIST_awf.png,HP,2,train,76.17,0,47.39,95.28
MHIST_awg.png,SSA,4,train,74.18,1,0.0,97.58
MHIST_awh.png,HP,0,test,92.87,0,80.01,99.94
MHIST_awi.png,HP,2,train,75.6,0,17.92,96.43
MHIST_awj.png,SSA,6,train,68.93,1,0.48,98.95
MHIST_awk.png,SSA,4,test,56.31,3,0.0,99.2
MHIST_awl.png,HP,2,train,91.49,0,63.62,99.87
MHIST_awm.png,HP,2,test,76.39,0,7.21,92.89
MHIST_awn.png,SSA,5,train,52.25,5,0.0,97.9
MHIST_awo.png,SSA,6,train,47.87,4,0.0,94.1
MHIST_awp.png,HP,3,train,48.44,3,0.0,93.46
MHIST_awq.png,HP,3,train,50.1,4,0.0,91.65
MHIST_awr.png,HP,2,train,47.9,5,0.03,93.91
MHIST_aws.png,HP,0,train,87.18,0,10.65,99.74
MHIST_awt.png,HP,0,train,55.85,3,0.0,98.31
MHIST_awu.png,HP,1,test,64.55,3,0.0,100.0
MHIST_awv.png,HP,0,train,88.9,0,29.72,100.0
MHIST_aww.png,SSA,6,train,69.4,2,0.0,98.25
MHIST_awx.png,HP,0,train,50.97,4,0.38,91.74
MHIST_awy.png,HP,2,train,78.5,0,29.34,95.22
MHIST_awz.png,HP,2,test,73.1,0,6.57,96.88
MHIST_axa.png,SSA,6,train,62.81,3,0.0,100.0
MHIST_axb.png,SSA,6,test,59.65,1,1.4,99.43
MHIST_axc.png,HP,0,test,83.48,0,54.5,99.36
MHIST_axd.png,SSA,4,train,69.17,2,0.0,99.78
MHIST_axe.png,HP,3,train,76.42,0,43.78,99.49
MHIST_axf.png,HP,0,train,70.3,0,34.57,88.58
MHIST_axg.png,SSA,6,test,72.26,0,7.81,99.84
MHIST_axh.png,SSA,5,train,53.2,3,0.0,91.01
MHIST_axi.png,HP,0,train,65.89,2,0.22,94.29
MHIST_axj.png,SSA,4,test,52.5,4,0.0,95.73
MHIST_axk.png,HP,0,train,70.64,1,1.12,96.11
MHIST_axl.png,HP,2,train,45.04,3,0.0,97.0
MHIST_axm.png,HP,0,test,93.74,0,78.67,99.43
MHIST_axn.png,HP,2,train,86.58,0,62.63,100.0
MHIST_axo.png,HP,0,train,61.31,3,0.0,99.84
MHIST_axp.png,SSA,6,train,67.64,1,0.0,98.41
MHIST_axq.png,HP,3,train,71.0,0,7.14,100.0
MHIST_axr.png,HP,1,train,69.37,2,0.06,99.81
MHIST_axs.png,HP,2,train,42.86,6,0.1,95.89
MHIST_axt.png,HP,2,train,80.88,0,43.49,99.43
MHIST_axu.png,HP,0,train,46.07,6,0.0,97.8
MHIST_axv.png,SSA,6,train,64.66,2,0.0,99.94
MHIST_axw.png,HP,1,train,50.63,4,0.0,98.69
MHIST_axx.png,HP,1,train,61.79,3,0.0,99.71
MHIST_axy.png,HP,2,train,64.25,1,0.0,97.74
MHIST_axz.png,HP,1,train,88.16,0,69.99,95.73
MHIST_aya.png,SSA,5,train,42.68,7,0.0,99.43
MHIST_ayb.png,HP,2,train,57.55,4,0.0,99.2
MHIST_ayc.png,SSA,5,train,72.68,0,6.12,98.63
MHIST_ayd.png,HP,0,train,43.86,6,0.0,96.3
MHIST_aye.png,SSA,4,test,75.46,0,8.45,99.97
MHIST_ayf.png,HP,1,test,65.08,1,0.0,99.9
MHIST_ayg.png,HP,1,train,59.6,1,0.06,96.11
MHIST_ayh.png,HP,1,test,46.66,5,0.0,97.13
MHIST_ayi.png,HP,2,train,69.65,1,1.91,89.64
MHIST_ayj.png,HP,3,train,57.69,2,0.0,94.71
MHIST_ayk.png,HP,0,train,45.97,2,0.26,94.13
MHIST_ayl.png,HP,0,train,69.6,1,0.51,98.25
MHIST_aym.png,HP,0,train,95.36,0,86.58,99.74
MHIST_ayn.png,SSA,5,train,76.6,1,0.03,97.54
MHIST_ayo.png,SSA,6,train,49.87,4,0.0,98.02
MHIST_ayp.png,HP,0,train,53.43,0,7.75,84.22
MHIST_ayq.png,SSA,6,test,76.62,1,2.26,99.68
MHIST_ayr.png,HP,1,train,57.75,3,0.0,99.43
MHIST_ays.png,SSA,4,test,73.36,0,16.36,100.0
MHIST_ayt.png,HP,0,train,52.63,3,0.16,84.85
MHIST_ayu.png,HP,1,train,73.44,2,0.0,99.49
MHIST_ayv.png,SSA,5,train,44.88,6,0.0,97.61
MHIST_ayw.png,SSA,7,train,52.4,3,0.0,94.67
MHIST_ayx.png,HP,2,train,86.94,0,65.75,96.17
MHIST_ayy.png,HP,0,test,71.17,2,0.06,97.64
MHIST_ayz.png,HP,0,test,67.02,3,0.0,98.21
MHIST_aza.png,HP,0,train,71.93,0,5.77,98.53
MHIST_azb.png,HP,3,train,75.92,2,0.0,100.0
MHIST_azc.png,HP,0,train,70.56,1,0.35,98.09
MHIST_azd.png,HP,0,train,60.78,4,0.0,97.7
MHIST_aze.png,SSA,6,test,63.26,3,0.29,98.92
MHIST_azf.png,HP,3,test,68.61,1,1.43,99.52
MHIST_azg.png,HP,0,train,51.62,5,0.0,99.84
MHIST_azh.png,HP,0,train,84.27,0,32.72,99.71
MHIST_azi.png,HP,0,train,77.48,0,57.59,93.21
MHIST_azj.png,SSA,4,train,82.58,1,0.83,99.78
MHIST_azk.png,HP,3,train,62.27,2,0.32,90.24
MHIST_azl.png,SSA,7,test,53.16,3,0.06,97.07
MHIST_azm.png,SSA,7,train,82.72,1,2.74,98.88
MHIST_azn.png,SSA,6,test,74.88,0,37.76,99.94
MHIST_azo.png,SSA,6,test,50.1,4,0.03,97.23
MHIST_azp.png,SSA,6,train,73.56,1,1.47,99.94
MHIST_azq.png,SSA,6,train,50.77,3,0.0,98.53
MHIST_azr.png,HP,1,train,53.4,2,0.32,93.34
MHIST_azs.png,HP,0,train,53.99,5,0.0,99.17
MHIST_azt.png,HP,0,train,57.55,4,0.0,100.0
MHIST_azu.png,SSA,6,train,64.07,0,8.23,99.71
MHIST_azv.png,HP,0,train,69.44,0,29.62,96.4
MHIST_azw.png,HP,0,train,75.79,0,22.16,94.13
MHIST_azx.png,HP,0,test,87.43,0,13.9,99.78
MHIST_azy.png,HP,1,train,81.2,0,21.59,99.68
MHIST_azz.png,HP,2,test,66.79,1,0.0,95.89
MHIST_baa.png,HP,1,train,60.93,2,0.0,99.81
MHIST_bab.png,HP,1,train,43.19,6,0.0,100.0
MHIST_bac.png,HP,1,train,69.79,1,4.85,98.41
MHIST_bad.png,HP,2,train,48.53,5,0.0,99.97
MHIST_bae.png,SSA,7,test,57.32,1,4.78,94.8
MHIST_baf.png,SSA,5,test,60.48,2,0.0,97.1
MHIST_bag.png,HP,1,test,94.1,0,87.85,98.98
MHIST_bah.png,HP,0,train,40.09,7,0.0,96.52
MHIST_bai.png,HP,0,train,71.67,0,7.02,100.0
MHIST_baj.png,HP,0,train,92.18,0,71.72,99.33
MHIST_bak.png,HP,0,train,35.44,8,0.0,90.21
MHIST_bal.png,SSA,6,test,52.12,2,0.61,99.94
MHIST_bam.png,SSA,6,train,75.67,0,8.48,99.23
MHIST_ban.png,HP,0,test,85.28,1,4.72,100.0
MHIST_bao.png,SSA,6,train,77.74,0,40.11,98.31
MHIST_bap.png,HP,3,test,86.15,0,22.1,99.78
MHIST_baq.png,HP,2,train,76.69,0,27.84,99.87
MHIST_bar.png,HP,1,train,90.62,0,55.45,99.84
MHIST_bas.png,SSA,5,test,48.96,5,0.0,98.37
MHIST_bat.png,HP,3,train,88.43,0,60.81,94.29
MHIST_bau.png,HP,2,train,93.05,0,81.7,99.87
MHIST_bav.png,SSA,6,test,65.24,2,0.0,99.97
MHIST_baw.png,HP,1,test,67.12,1,2.71,92.19
MHIST_bax.png,SSA,6,train,49.57,6,0.0,98.95
MHIST_bay.png,HP,0,train,89.47,0,18.53,99.62
MHIST_baz.png,HP,1,test,53.81,4,0.0,99.65
MHIST_bba.png,HP,0,train,82.36,0,48.76,98.37
MHIST_bbb.png,HP,0,train,46.41,4,0.0,90.05
MHIST_bbc.png,HP,1,train,76.01,1,0.0,97.96
MHIST_bbd.png,SSA,4,train,86.08,0,70.98,99.27
MHIST_bbe.png,SSA,6,test,63.44,3,1.69,98.92
MHIST_bbf.png,HP,0,test,54.43,4,0.0,98.63
MHIST_bbg.png,SSA,6,train,54.33,5,0.0,98.25
MHIST_bbh.png,SSA,4,train,60.1,0,10.87,98.05
MHIST_bbi.png,SSA,7,train,69.41,2,0.0,100.0
MHIST_bbj.png,HP,3,train,64.04,0,16.93,90.78
MHIST_bbk.png,HP,2,train,42.89,5,0.0,85.46
MHIST_bbl.png,SSA,7,test,60.45,2,0.0,99.9
MHIST_bbm.png,SSA,7,train,51.38,3,0.0,94.1
MHIST_bbn.png,HP,3,test,71.48,1,0.13,97.54
MHIST_bbo.png,HP,1,train,89.9,0,9.18,100.0
MHIST_bbp.png,HP,1,train,87.64,0,15.62,100.0
MHIST_bbq.png,HP,0,train,71.73,1,0.06,96.49
MHIST_bbr.png,HP,0,test,59.77,1,0.03,99.08
MHIST_bbs.png,SSA,6,test,49.91,3,0.0,97.26
MHIST_bbt.png,SSA,6,train,47.01,4,0.0,91.55
MHIST_bbu.png,HP,1,train,49.73,4,0.0,97.51
MHIST_bbv.png,HP,1,train,85.55,0,41.87,99.65
MHIST_bbw.png,SSA,5,train,89.53,0,54.62,99.87
MHIST_bbx.png,SSA,7,train,74.47,0,39.25,98.44
MHIST_bby.png,HP,1,train,58.06,4,0.0,100.0
MHIST_bbz.png,HP,3,train,65.01,2,0.03,99.94
MHIST_bca.png,HP,2,train,97.61,0,94.42,99.52
MHIST_bcb.png,SSA,4,train,85.2,0,32.3,99.97
MHIST_bcc.png,SSA,6,test,60.63,3,0.0,99.27
MHIST_bcd.png,HP,2,test,53.69,4,0.0,93.4
MHIST_bce.png,SSA,6,train,39.26,6,0.0,98.82
MHIST_bcf.png,HP,1,train,85.89,0,45.18,97.26
MHIST_bcg.png,HP,1,train,49.86,3,0.0,98.92
MHIST_bch.png,HP,3,train,86.96,0,12.05,99.08
MHIST_bci.png,HP,2,train,51.68,4,0.0,98.88
MHIST_bcj.png,HP,1,train,50.28,2,0.48,99.87
MHIST_bck.png,HP,1,train,92.38,0,41.65,99.81
MHIST_bcl.png,SSA,7,train,82.91,0,19.13,99.39
MHIST_bcm.png,HP,3,train,56.22,2,0.03,99.3
MHIST_bcn.png,SSA,7,train,68.34,1,3.67,99.71
MHIST_bco.png,HP,2,train,41.51,8,0.0,99.97
MHIST_bcp.png,HP,3,train,87.89,0,65.75,99.81
MHIST_bcq.png,HP,3,train,67.01,1,0.22,98.31
MHIST_bcr.png,HP,0,test,68.37,1,0.54,99.68
MHIST_bcs.png,HP,1,train,88.53,0,57.88,98.76
MHIST_bct.png,HP,0,train,78.51,0,14.32,99.62
MHIST_bcu.png,HP,1,train,51.53,1,0.06,93.94
MHIST_bcv.png,HP,0,test,54.75,5,0.0,97.67
MHIST_bcw.png,HP,0,train,93.05,0,78.79,97.99
MHIST_bcx.png,HP,2,train,60.86,1,4.4,97.39
MHIST_bcy.png,SSA,7,train,76.73,0,41.49,98.76
MHIST_bcz.png,HP,3,test,75.91,0,8.39,96.27
MHIST_bda.png,HP,1,test,48.5,4,0.0,96.17
MHIST_bdb.png,HP,2,test,46.16,4,0.0,98.69
MHIST_bdc.png,HP,1,test,57.05,2,1.59,97.64
MHIST_bdd.png,HP,1,test,61.41,2,0.03,92.7
MHIST_bde.png,HP,0,train,66.36,3,0.38,98.41
MHIST_bdf.png,HP,0,train,62.89,2,0.06,99.84
MHIST_bdg.png,HP,0,train,59.73,3,0.13,97.35
MHIST_bdh.png,HP,1,test,92.09,0,56.19,99.36
MHIST_bdi.png,HP,1,train,77.81,0,21.75,93.21
MHIST_bdj.png,HP,1,train,88.33,0,66.58,99.87
MHIST_bdk.png,HP,0,train,90.78,0,41.39,99.68
MHIST_bdl.png,HP,0,test,51.46,2,0.57,99.84
MHIST_bdm.png,HP,0,train,72.36,1,1.82,99.49
MHIST_bdn.png,HP,1,train,70.37,1,0.7,92.28
MHIST_bdo.png,HP,0,test,77.13,0,29.56,87.63
MHIST_bdp.png,SSA,6,train,83.5,0,13.93,99.04
MHIST_bdq.png,HP,1,train,73.39,0,47.45,94.67
MHIST_bdr.png,HP,0,train,91.63,0,79.05,97.54
MHIST_bds.png,HP,0,train,67.02,1,1.02,96.97
MHIST_bdt.png,HP,1,test,62.71,2,0.0,99.74
MHIST_bdu.png,HP,1,train,77.06,0,59.22,90.21
MHIST_bdv.png,SSA,6,test,82.45,0,50.1,99.04
MHIST_bdw.png,HP,0,train,97.18,0,88.04,100.0
MHIST_bdx.png,SSA,5,train,82.88,0,17.0,97.99
MHIST_bdy.png,HP,3,train,59.85,3,0.0,98.15
MHIST_bdz.png,HP,1,train,43.39,3,0.0,96.91
MHIST_bea.png,HP,0,test,86.88,0,75.92,95.28
MHIST_beb.png,HP,3,train,57.8,0,9.28,92.6
MHIST_bec.png,SSA,5,test,56.43,1,0.03,96.68
MHIST_bed.png,HP,0,train,76.16,0,32.21,100.0
MHIST_bee.png,HP,3,train,67.07,0,21.91,87.12
MHIST_bef.png,HP,1,train,55.73,3,0.0,98.15
MHIST_beg.png,HP,2,train,52.43,5,0.0,99.04
MHIST_beh.png,HP,0,test,57.58,3,0.0,97.35
MHIST_bei.png,SSA,4,train,54.4,4,0.0,94.36
MHIST_bej.png,HP,3,test,89.34,0,50.89,99.78
MHIST_bek.png,HP,0,train,79.77,0,16.9,100.0
MHIST_bel.png,HP,2,test,77.87,0,38.49,99.17
MHIST_bem.png,HP,1,test,70.14,2,0.22,99.78
MHIST_ben.png,HP,0,test,40.56,7,0.06,97.13
MHIST_beo.png,SSA,6,train,80.23,0,30.01,100.0
MHIST_bep.png,HP,3,train,85.38,0,42.63,99.62
MHIST_beq.png,HP,0,train,80.78,0,48.02,99.39
MHIST_ber.png,SSA,6,test,68.72,1,0.0,100.0
MHIST_bes.png,HP,2,train,89.14,0,70.98,99.74
MHIST_bet.png,HP,3,train,83.53,1,2.55,99.87
MHIST_beu.png,SSA,6,train,80.55,0,57.33,99.43
MHIST_bev.png,SSA,6,train,54.9,3,0.0,99.68
MHIST_bew.png,SSA,5,train,39.06,4,0.0,93.65
MHIST_bex.png,SSA,4,test,73.14,1,0.0,99.71
MHIST_bey.png,HP,1,train,86.08,0,42.22,99.74
MHIST_bez.png,HP,2,test,76.16,0,5.29,100.0
MHIST_bfa.png,HP,2,train,65.52,0,15.08,97.83
MHIST_bfb.png,HP,1,test,51.86,6,0.06,99.2
MHIST_bfc.png,HP,0,test,71.75,2,0.22,99.94
MHIST_bfd.png,HP,3,test,67.66,1,0.0,99.97
MHIST_bfe.png,HP,0,train,86.61,0,18.43,99.39
MHIST_bff.png,SSA,4,train,90.81,0,63.17,99.39
MHIST_bfg.png,SSA,6,train,83.28,0,37.18,98.21
MHIST_bfh.png,HP,2,train,81.84,0,36.38,96.36
MHIST_bfi.png,HP,0,test,47.61,5,0.0,100.0
MHIST_bfj.png,HP,3,test,47.96,4,0.0,95.79
MHIST_bfk.png,HP,1,train,54.15,3,0.19,97.07
MHIST_bfl.png,HP,1,train,75.44,1,0.06,99.97
MHIST_bfm.png,HP,1,train,81.24,0,42.54,97.99
MHIST_bfn.png,HP,2,train,67.29,0,20.76,96.05
MHIST_bfo.png,SSA,6,test,77.27,0,24.2,99.97
MHIST_bfp.png,HP,2,train,56.48,2,0.29,91.04
MHIST_bfq.png,SSA,6,train,65.1,2,0.0,99.17
MHIST_bfr.png,HP,0,train,42.39,4,0.0,99.94
MHIST_bfs.png,HP,0,train,55.6,2,0.48,90.08
MHIST_bft.png,SSA,5,train,62.44,3,0.0,99.52
MHIST_bfu.png,SSA,7,train,54.35,0,15.78,89.99
MHIST_bfv.png,SSA,7,train,73.02,0,5.74,100.0
MHIST_bfw.png,SSA,7,train,86.61,0,43.14,99.97
MHIST_bfx.png,SSA,4,test,79.58,0,50.61,99.65
MHIST_bfy.png,HP,0,test,38.44,5,0.13,97.16
MHIST_bfz.png,HP,0,test,72.87,2,0.22,99.27
MHIST_bga.png,HP,0,test,57.38,5,0.29,99.33
MHIST_bgb.png,SSA,6,train,51.33,2,0.32,92.51
MHIST_bgc.png,SSA,4,train,64.4,2,0.67,98.6
MHIST_bgd.png,HP,1,train,98.22,0,85.08,100.0
MHIST_bge.png,HP,2,test,78.18,0,58.42,90.62
MHIST_bgf.png,SSA,6,train,69.77,1,1.43,99.97
MHIST_bgg.png,HP,0,train,83.17,0,27.07,99.43
MHIST_bgh.png,SSA,5,train,57.95,0,8.13,99.78
MHIST_bgi.png,HP,0,test,63.87,2,0.1,91.04
MHIST_bgj.png,HP,0,test,51.85,5,0.0,98.25
MHIST_bgk.png,SSA,5,test,47.91,5,0.03,98.85
MHIST_bgl.png,HP,3,train,76.6,1,0.06,99.97
MHIST_bgm.png,HP,0,train,63.95,0,14.67,94.42
MHIST_bgn.png,HP,2,train,89.76,0,24.55,99.87
MHIST_bgo.png,HP,0,train,59.25,4,0.06,99.43
MHIST_bgp.png,SSA,5,train,70.88,1,3.76,99.84
MHIST_bgq.png,HP,0,train,59.11,3,0.03,99.23
MHIST_bgr.png,HP,1,train,96.46,0,87.28,100.0
MHIST_bgs.png,SSA,7,test,57.89,3,0.0,97.03
MHIST_bgt.png,HP,0,train,90.82,0,70.15,100.0
MHIST_bgu.png,HP,1,train,74.13,2,0.0,98.57
MHIST_bgv.png,SSA,5,train,83.12,0,32.94,98.05
MHIST_bgw.png,HP,2,train,93.66,0,66.65,99.9
MHIST_bgx.png,HP,0,train,47.13,5,0.0,99.08
MHIST_bgy.png,HP,2,test,44.15,7,0.0,99.81
MHIST_bgz.png,HP,0,test,70.57,1,0.0,98.02
MHIST_bha.png,HP,0,train,82.44,1,2.14,98.95
MHIST_bhb.png,HP,1,train,93.71,0,69.71,99.9
MHIST_bhc.png,HP,0,train,72.47,0,17.25,96.49
MHIST_bhd.png,HP,0,train,59.11,4,0.0,99.74
MHIST_bhe.png,HP,0,train,93.93,0,86.0,98.09
MHIST_bhf.png,HP,2,train,79.04,0,59.66,97.32
MHIST_bhg.png,HP,3,train,59.38,1,0.06,87.85
MHIST_bhh.png,HP,2,train,81.81,0,19.71,99.78
MHIST_bhi.png,HP,2,train,82.32,0,7.17,99.84
MHIST_bhj.png,HP,3,train,81.89,0,39.86,97.26
MHIST_bhk.png,HP,3,train,78.44,0,9.5,98.05
MHIST_bhl.png,SSA,6,train,47.38,4,0.0,95.38
MHIST_bhm.png,HP,0,train,51.69,5,0.0,98.28
MHIST_bhn.png,SSA,4,test,79.39,0,35.52,99.49
MHIST_bho.png,SSA,5,test,69.73,0,11.51,96.27
MHIST_bhp.png,HP,0,train,82.56,1,0.0,97.96
MHIST_bhq.png,SSA,6,test,67.56,2,4.27,94.61
MHIST_bhr.png,HP,0,train,77.6,0,12.21,96.52
MHIST_bhs.png,SSA,6,train,70.23,0,21.59,98.15
MHIST_bht.png,HP,0,train,42.98,6,0.0,98.31
MHIST_bhu.png,HP,1,test,71.39,0,19.23,100.0
MHIST_bhv.png,SSA,6,test,54.37,6,0.0,100.0
MHIST_bhw.png,SSA,6,train,62.66,3,0.06,99.71
MHIST_bhx.png,HP,2,test,90.32,0,70.85,99.97
